Pat                  , Female Gender
Marlene              , Female Gender
Jan                  , Female Gender
Frances              , Female Gender
Leta                 , Female Gender
Denise               , Female Gender
Linda                , Female Gender
Susanne              , Female Gender
Peggy                , Female Gender
JULIUS               , Male Gender  
John                 , Male Gender  
Margaret             , Female Gender
Nellie               , Female Gender
Diane                , Female Gender
Lillian              , Female Gender
Sharon               , Female Gender
Claudine             , Female Gender
Deborah              , Female Gender
ROBERT               , Male Gender  
Joan                 , Female Gender
Marilyn              , Female Gender
Charlene             , Female Gender
Sarah                , Female Gender
Patricia R           , Female Gender
Brenda               , Female Gender
Carol                , Female Gender
Frances              , Female Gender
Sharon               , Female Gender
Ray                  , Male Gender  
Mary                 , Female Gender
ERNEST               , Male Gender  
NED                  , Male Gender  
James                , Male Gender  
Willie               , Male Gender  
Peggy                , Female Gender
Mabel                , Female Gender
Barbara              , Female Gender
Joan                 , Female Gender
Luther               , Male Gender  
Angelique            , Female Gender
Mary                 , Female Gender
Amy                  , Female Gender
Shirley              , Female Gender
Ruth                 , Female Gender
MELVIN               , Male Gender  
Juanita              , Female Gender
Frances              , Female Gender
Aanchal              , Female Gender
Robert               , Male Gender  
Gilbert              , Male Gender  
Debra                , Female Gender
Nancy                , Female Gender
Gene                 , Female Gender
Marie                , Female Gender
Barbara              , Female Gender
Carolyn              , Female Gender
Diana                , Female Gender
Shelia               , Female Gender
Debbie               , Female Gender
CHRIS                , Male Gender  
Phyllis              , Female Gender
Margaret             , Female Gender
Ruby                 , Female Gender
Joy                  , Female Gender
